NAME	TITLE	SCORE	
IL13RA1		6.240033	
NFATC4		6.239758	
ETHE1		6.235617	
IGF2BP2		6.2134075	
SEL1L3		6.2116356	
P4HA2		6.20113	
SEC23A		6.1972404	
KCP		6.196088	
CPA3		6.1898317	
NPFFR1		6.1875567	
GJB4		6.187442	
RNF24		6.172255	
INF2		6.168101	
CXCL16		6.15602	
ANXA1		6.144872	
C1orf216		6.1291504	
ADORA1		6.1217446	
MMP11		6.118307	
SIPA1L2		6.1166983	
ASPHD1		6.112242	
MANEAL		6.111476	
PIP5KL1		6.106435	
RPS27L		6.1000133	
SV2A		6.0982547	
ACER2		6.093896	
SPATA18		6.0936813	
LRRC75A		6.0922465	
POU2F3		6.0900545	
UBE2QL1		6.0877194	
A1BG-AS1		6.08553	
FAM111A-DT		6.084469	
LINC00891		6.0801954	
NT5C1A		6.0700088	
EDIL3		6.0660057	
DOCK9-DT		6.0583673	
NMU		6.044487	
FRMD5		6.0411024	
GRHL3		6.039094	
IDS		6.03711	
SDC3		6.0227103	
SLC47A1		6.0097246	
CRYBG2		6.006701	
SDC4		6.0054407	
GREB1		5.991253	
DCUN1D3		5.9897146	
NIPAL2		5.986873	
MIR34AHG		5.982114	
LINC00607		5.976216	
DOCK11		5.9718065	
SLC6A1		5.971315	
ALOX15B		5.967375	
PCSK1N		5.9609246	
CSF2		5.953495	
SCG5		5.9332013	
ATAD2		5.931208	
WNT3		5.9151015	
PON2		5.9115634	
PLEKHG5		5.9009776	
ENTPD8		5.8996677	
ATIC		5.8977623	
SCRN1		5.889033	
GOLGA7B		5.885175	
EVA1A		5.882235	
CTSA		5.87419	
NUDT11		5.8724904	
TMEM41A		5.8531995	
KDELR3		5.850616	
DTX4		5.8485136	
CLDN2		5.841607	
INPP4A		5.8382907	
RAMP1		5.837099	
DHRS3		5.8357806	
SREBF1		5.8357224	
IQGAP1		5.833403	
MSLN		5.831194	
MUC1		5.826722	
PERP		5.8239455	
TPSB2		5.813172	
EDA2R		5.8074656	
GRB7		5.8069863	
SCN1B		5.801814	
P3H3		5.801237	
ANKFY1		5.8005095	
PRSS22		5.7869368	
REN		5.7862577	
CYSRT1		5.7854233	
APOE		5.784192	
MTMR11		5.7811856	
RASA1		5.7765975	
CHPT1		5.776353	
NHSL2		5.7728243	
CELF4		5.766614	
FLII		5.7598696	
CDC25B		5.7568974	
APOC1		5.7510905	
EPPK1		5.7424483	
CSGALNACT2		5.7422867	
MFAP2		5.7283998	
UPP1		5.7238355	
CDH6		5.7230797	
PRR36		5.713163	
SHISA5		5.7100167	
FHOD1		5.6994762	
MDFI		5.693207	
ABCA1		5.6735077	
SYNPR		5.667557	
CEACAM6		5.663314	
TUBA1A		5.6626005	
VWA2		5.6605797	
ME3		5.6546035	
CFI		5.6537046	
MAMLD1		5.639888	
MYH10		5.634902	
ZNF217		5.6236496	
PCNX2		5.618981	
PDE1C		5.6134853	
RNF144A		5.6113234	
FSTL3		5.609074	
HIVEP1		5.607178	
SFXN3		5.6062303	
SMIM10L2A		5.605068	
DPYSL3		5.6016965	
PHLDA3		5.600981	
TSC22D1		5.599367	
GLCE		5.59723	
RUBCN		5.59273	
UNC5CL		5.590776	
KLC3		5.590155	
HMGA2-AS1		5.5859084	
DKK1		5.5853014	
SPOCK2		5.5779314	
KIAA2013		5.5755816	
CBL		5.574584	
TPD52L1		5.5642753	
MAP4K4		5.554367	
SYNGR2		5.552129	
ADM		5.5512314	
ACOT7		5.5462494	
BPIFB9P		5.5448914	
DERL1		5.540927	
SGPP1		5.5379004	
COL13A1		5.5296173	
BCAT1		5.525415	
TTC39B		5.5191593	
MAST3		5.513938	
TMEM43		5.5081096	
LEMD1		5.5066223	
FOXQ1		5.505388	
TMSB10		5.502708	
TRIM29		5.5012703	
MKRN2OS		5.499607	
ULBP2		5.497637	
GUCY1B1		5.4811177	
FUT2		5.4646792	
SGK3		5.463817	
BICD1		5.463185	
MYEF2		5.4550962	
SSX1		5.4518633	
CA11		5.4503775	
HOXD1		5.450356	
TNFSF15		5.4436216	
KLF8		5.4414487	
PLA2G10		5.440293	
MACROD2		5.437009	
PDE9A		5.436287	
MCTP2		5.435148	
NAPRT		5.430806	
CTTNBP2NL		5.426525	
CDKN2B		5.4149094	
PAFAH1B3		5.405515	
CTHRC1		5.391723	
PALM		5.383867	
PC		5.3725595	
MIF4GD		5.3709884	
ARHGAP19		5.3703876	
TNFRSF21		5.358311	
FSTL4		5.3486533	
MYEOV		5.3449655	
DOCK9		5.3423185	
SSBP4		5.3290753	
FXYD5		5.3273287	
CATSPER1		5.3217463	
NXN		5.314667	
ITGA6		5.306312	
SLC1A5		5.3062916	
MKX		5.3015556	
GRIA3		5.297144	
EMP3		5.2968483	
DCC		5.2955804	
C1QL1		5.2914886	
MEX3C		5.28867	
CITED1		5.279065	
NAB2		5.2747984	
ADGRE5		5.254825	
ZFP36L1		5.2535644	
CDH2		5.2509217	
HAGHL		5.2455435	
SDC1		5.245119	
SFN		5.2443323	
TM4SF4		5.239022	
MDM2		5.234966	
SINHCAF		5.2344785	
MICAL2		5.2321854	
SUSD4		5.228234	
CERS6		5.2231297	
TNFRSF10A		5.2222743	
CTNNB1		5.2007947	
MLLT11		5.200454	
HPSE		5.1999125	
PLXDC1		5.1927223	
CORIN		5.191135	
DSC2		5.1884995	
HRH1		5.182602	
MGAT4B		5.1824236	
CD177		5.1761665	
NPTX2		5.175346	
FAM171A2		5.170561	
LINC00595		5.168786	
SFTPA2		5.1663556	
FBN3		5.160722	
GNLY		5.1477623	
FRMD3		5.145688	
SAMD4A		5.1418796	
SPINK2		5.141347	
SLC27A2		5.1391864	
TYRO3		5.1388383	
CCNG1		5.134784	
AK1		5.1318297	
ADGRG2		5.1311607	
CD151		5.128294	
PRSS1		5.126567	
B4GALT6		5.124384	
SRGAP3		5.1133842	
SEPTIN9		5.1074896	
PARP9		5.105105	
LYST		5.097889	
BASP1		5.088105	
HPGDS		5.084497	
LINC01170		5.047301	
EOGT		5.0455747	
SRL		5.0380597	
KRT13		5.03126	
APLN		5.025694	
GBP3		5.0227294	
RPSAP52		5.012228	
PHLDA2		5.0116634	
PKP2		5.009056	
MPG		5.0068526	
PAPLN		4.997	
SLC17A5		4.996363	
PAM		4.98206	
DEPDC1B		4.978377	
DRAXIN		4.973513	
CPD		4.9703317	
GPX4		4.9691668	
MEAF6		4.9687977	
AUTS2		4.959281	
IRAK2		4.948804	
INHBB		4.9451222	
NT5E		4.944365	
PLAU		4.938282	
KRT80		4.932379	
CMTM8		4.9275517	
ARSJ		4.9259586	
STAT1		4.9244695	
GNPDA1		4.920031	
ALOX5		4.9193783	
CALB2		4.913256	
LRATD1		4.913113	
MRPL14		4.9128065	
ARAP1		4.90412	
CDH13		4.8930745	
FAM110A		4.8924007	
EGFL6		4.8894515	
RUNDC3A-AS1		4.887019	
CDSN		4.8838816	
MACC1		4.8777947	
MEX3A		4.8695	
HK2		4.8649035	
NOX5		4.8610296	
MB21D2		4.859482	
MED12L		4.857194	
SLITRK6		4.856271	
CARNS1		4.8396215	
CYP4F29P		4.8364015	
HPN		4.8325877	
STRADB		4.8299966	
ST6GALNAC5		4.8249655	
KCNV1		4.8151636	
IGHV1OR15-2		4.8052206	
IVL		4.803308	
HDAC9		4.7978287	
ETV1		4.791443	
CD276		4.7886677	
EPHA4		4.7846127	
CCL20		4.783037	
TSPAN13		4.779924	
TMSB4X		4.7797875	
MAD2L2		4.776378	
PDGFC		4.7665944	
ETNK2		4.7637577	
ITGB4		4.762547	
CD63		4.7577066	
TMPRSS11E		4.743751	
FAM111A		4.7352386	
GPX1		4.7344346	
SFTPB		4.729904	
SPATS2L		4.726173	
BICDL2		4.7225533	
LYPLA2		4.7132354	
WDR46		4.7118807	
BNIPL		4.701973	
TPSAB1		4.6946363	
TTL		4.683901	
CTXN1		4.681518	
RRAS		4.6805015	
TBCB		4.6800666	
S100A6		4.6736326	
PMEPA1		4.671517	
KRT19		4.668607	
CMTM6		4.6677217	
RCC2		4.667489	
CST6		4.665185	
KLK12		4.6615825	
GBP2		4.659855	
GABBR2		4.653441	
AMOT		4.653309	
SPINT1		4.640333	
COL11A1		4.6383567	
MACF1		4.6284494	
PTPRK		4.625638	
DYSF		4.6247363	
WNT5A		4.6239743	
CKS2		4.622173	
ZNF233		4.618116	
DUSP13		4.6153708	
NPW		4.6085625	
SLC30A3		4.6006246	
MUC4		4.597043	
CCM2		4.594489	
DUXAP8		4.592437	
ST3GAL5		4.5849543	
SLPI		4.581793	
CHPF2		4.576345	
CLU		4.572607	
C10orf55		4.5670743	
C1QTNF12		4.5608845	
B4GALT5		4.5593963	
ST8SIA4		4.552421	
IKZF2		4.552396	
MYO3B		4.5493703	
MST1R		4.5483007	
SPATS2		4.5442348	
COMP		4.542344	
CH25H		4.5410447	
CLIC1		4.539674	
LRATD2		4.539666	
CD164L2		4.533058	
CPSF1		4.531912	
TMEM63B		4.5297146	
GPRC5B		4.5251	
LONRF2		4.52313	
LURAP1L		4.5229383	
MYO1G		4.521276	
TOR4A		4.5149035	
KL		4.510604	
PLCD1		4.5094156	
ERLIN1		4.5077577	
C12orf56		4.498435	
UCP2		4.498188	
ACTN1		4.487182	
PLAUR		4.486863	
UBE2I		4.478302	
TREM1		4.4767246	
HCG22		4.4755836	
MALL		4.470424	
TNFRSF12A		4.4703646	
RARG		4.46477	
CD1A		4.4645066	
QRFPR		4.4608335	
PTPRU		4.4557905	
SCARB2		4.451609	
AQP5		4.450705	
CRABP2		4.4498825	
DHRS9		4.449788	
HIP1		4.4494166	
CILP2		4.447618	
IGFBP6		4.447223	
ESYT1		4.4468193	
TM7SF3		4.4443297	
ARL6IP5		4.427096	
PRICKLE1		4.4259334	
PCSK2		4.423147	
MIR222HG		4.418702	
SLC15A4		4.416933	
GPR153		4.4062333	
FMO5		4.4041657	
SLC28A3		4.403294	
SLC35F3		4.4010825	
TMEM98		4.398023	
TGFB1I1		4.397524	
TP53INP1		4.3942394	
REEP2		4.383514	
MBOAT2		4.383477	
ITGA2		4.3812256	
SMIM1		4.37542	
FLRT3		4.373045	
ATP10A		4.363398	
ZFYVE19		4.360116	
TMSB4XP8		4.3563495	
RAB34		4.353423	
VASN		4.3531275	
CAD		4.3484464	
PRELID3A		4.3480916	
EFR3A		4.3429594	
TNFAIP6		4.339548	
VWA5A		4.3303185	
PPT1		4.3297706	
HAS2		4.3244667	
C5AR2		4.322285	
PDK3		4.321655	
LIMA1		4.320356	
VGLL1		4.3189416	
PDLIM7		4.315192	
ERO1A		4.309382	
DMD		4.3034806	
TMEM87B		4.301116	
C15orf62		4.2987375	
DPY19L1		4.284562	
MILR1		4.2830396	
MAP3K1		4.2807436	
SHC4		4.272882	
NPDC1		4.272468	
CCL13		4.27175	
CUL7		4.26977	
INPP5F		4.261651	
SCRIB		4.2517366	
OSBPL3		4.2505827	
COL1A1		4.2504077	
SLC6A6		4.2502303	
STAT6		4.2495255	
NACC1		4.240767	
LIMK1		4.239165	
TNIK		4.239009	
SNAPC2		4.235274	
ELF3		4.2337785	
NKAIN3		4.2302613	
CDC42BPG		4.2223506	
FER1L4		4.2213225	
FGF1		4.219724	
SGMS1		4.21829	
CCN4		4.213963	
FUCA1		4.213273	
SERINC2		4.2049284	
SOX4		4.2028155	
TRIM14		4.2024713	
HIGD1B		4.2023563	
KCTD17		4.201111	
MMP7		4.195142	
IFIT5		4.1924577	
LRBA		4.1881633	
NR1D1		4.1873975	
HES6		4.1789646	
LPL		4.1752677	
APLNR		4.174416	
RABGGTA		4.1737638	
PLEC		4.169034	
VCAN		4.1666613	
RPS6KA3		4.1602144	
IGKV2D-24		4.156699	
IGSF8		4.155678	
B3GAT1		4.1552434	
DST		4.150141	
RFLNA		4.146476	
MCM4		4.1464596	
LCN10		4.146156	
FOLH1		4.143282	
PGPEP1		4.141047	
NOL4L		4.137937	
HAGLR		4.1366105	
TCIRG1		4.1245365	
ERBB3		4.124526	
HP		4.122574	
S100A11		4.114863	
S100A4		4.1058564	
NLGN2		4.1053734	
SLC39A6		4.1020207	
TANK		4.1018806	
KIAA1549L		4.101522	
CREB5		4.1009507	
MBOAT7		4.0962243	
BRCA2		4.089413	
GPX1P1		4.0848036	
CANT1		4.080059	
FCGR3A		4.0732336	
TPRG1		4.0721564	
ARMCX3		4.070949	
NYNRIN		4.0682015	
GABRD		4.066595	
RMI2		4.0603914	
KLHL2		4.0597835	
SPECC1		4.0502896	
DPYD		4.0499654	
DLEU2		4.0448294	
RNF183		4.0405226	
CST5		4.037204	
PLPP4		4.0355535	
IGBP1		4.033805	
C1orf226		4.033132	
MED13		4.031562	
ABCA12		4.029912	
POMK		4.0297265	
NCMAP		4.0282288	
SEPTIN11		4.024715	
E2F1		4.0241323	
FCHSD1		4.01588	
EPOP		4.010347	
POSTN		4.009377	
RPS6KA2		4.004877	
ITGB1		4.0007195	
PDE4DIP		3.9992228	
TGFBI		3.994854	
PHEX		3.9917414	
TGFB2		3.9851084	
TEP1		3.984432	
OSGEP		3.9808745	
BLOC1S2		3.9665518	
MYO6		3.966465	
GALNT13		3.9605818	
SLC7A2		3.9584198	
CD47		3.9564147	
PNMT		3.9539578	
PAQR7		3.9514592	
NIPAL3		3.9384747	
CCNA1		3.9347682	
NOX4		3.933838	
ARHGAP18		3.9319432	
SLC18A2		3.9311407	
ENC1		3.9207978	
EPHA2		3.9192953	
TP63		3.9186	
ZBTB33		3.9179838	
YPEL4		3.917177	
PI4K2A		3.912461	
SLC12A2		3.9097493	
IQSEC3		3.903958	
HES2		3.8999805	
PTK7		3.8990889	
DOP1B		3.8989792	
CLTA		3.897818	
PPP4C		3.8762126	
RPRD1A		3.8682597	
ADAM12		3.8669934	
PSD		3.863761	
AMPD2		3.8596969	
LRP12		3.8593025	
C1orf115		3.8592713	
C4A		3.855113	
ZNF883		3.852948	
SIPA1L1		3.8502364	
FAM86DP		3.849354	
FAM111B		3.8486855	
ABCC6P1		3.8451538	
UBE2E2		3.8408883	
SLC2A1		3.8401477	
SCGB3A1		3.8278134	
ROS1		3.8276725	
SMIM3		3.8206928	
ERP27		3.8170793	
AOC1		3.8159618	
OCIAD2		3.813707	
LDLRAD3		3.8051372	
ARRDC2		3.8042433	
DHDH		3.8014648	
LZTS1		3.7960496	
M1AP		3.79192	
ELMO3		3.7809372	
PELI1		3.77991	
METTL9		3.7716134	
SSC5D		3.7707217	
FPGS		3.7654762	
HTT		3.759352	
FAM177A1		3.7568126	
SYNC		3.752236	
CFTR		3.751769	
TRIM36		3.7481153	
TMEM44		3.7451906	
GPRIN1		3.737388	
PKM		3.7353969	
VWA7		3.7318904	
GPR87		3.7312386	
GLRB		3.7311628	
IL36RN		3.7255104	
UNC5B-AS1		3.7248557	
RPS4X		3.7131891	
RAB11FIP1		3.7055323	
TAFA5		3.7034047	
MYBPH		3.7016823	
WDR54		3.7000053	
WDR86-AS1		3.692203	
CCNDBP1		3.6898205	
CTSS		3.684429	
MPZL3		3.6822162	
LINC01770		3.682047	
S100A16		3.6813612	
DEGS1		3.679902	
OXR1		3.676718	
RHOU		3.6753182	
RIMS2		3.6704807	
ACVR1		3.6679425	
PGM2L1		3.660648	
UBTD1		3.6573374	
RARA		3.6560786	
GNPTAB		3.6512969	
LOXL2		3.6508353	
CTBS		3.6401272	
TPP1		3.637835	
NRIP3		3.636357	
CD58		3.6357658	
RAP2A		3.6350236	
ENTPD2		3.6305084	
HLA-DQB2		3.6282933	
LCA5		3.6279447	
RPL12		3.627395	
TRIM63		3.6266317	
HAPLN1		3.6262772	
PCDHAC1		3.6261387	
FUT3		3.6250672	
FAM110C		3.6248887	
NSG1		3.6139774	
OSBPL10		3.6085112	
SLC7A4		3.6057167	
SLC40A1		3.6039617	
VAMP3		3.601772	
SPOCD1		3.5987349	
UNC93B1		3.5978258	
GANC		3.5939581	
ZNF860		3.5884361	
C2CD4D-AS1		3.587354	
TNKS		3.5865254	
RP1		3.5848813	
ERFE		3.5781498	
DVL1		3.5752406	
PLK3		3.5744338	
TYMS		3.5733511	
ZNF710		3.5731695	
C1QL3		3.5645642	
SMIM29		3.56131	
GAL3ST4		3.5610256	
CDH22		3.5517418	
ZFAS1		3.534706	
COL12A1		3.529948	
MCF2L2		3.5290432	
SHF		3.5281768	
ID2		3.5250645	
CSRNP2		3.5235794	
FGF20		3.5232236	
CBX4		3.5183084	
CPT1C		3.516255	
P4HA1		3.515518	
F2R		3.5142279	
C14orf119		3.5098448	
DLC1		3.5037217	
PLK2		3.5007093	
DNASE1L2		3.4947557	
TMEM255A		3.4906454	
NRAD1		3.4842625	
VAT1		3.4784791	
ZFP69B		3.4774082	
SLC35C1		3.4748626	
ARHGEF2		3.4674873	
ITGA3		3.4645243	
SLC12A5		3.4602478	
FCHO2		3.450007	
ODC1		3.4490008	
NOTCH2		3.4466474	
CMTM3		3.4463677	
FREM3		3.4454656	
TNFSF18		3.4448836	
COL8A1		3.439973	
TMEM134		3.4396863	
SPRN		3.4384894	
SH2D4A		3.4377635	
CFAP300		3.4302852	
LRRC17		3.4295943	
S100A10		3.4285026	
BCAS4		3.4277644	
EHD2		3.426337	
SYNPO		3.4223397	
CORO1C		3.4205923	
BECN1		3.4184012	
SCN8A		3.417381	
TDO2		3.4121215	
ANXA2		3.4091408	
THOC5		3.4075289	
P2RY6		3.407001	
CXXC5		3.403386	
MEGF9		3.402234	
AVEN		3.4017143	
CDC42EP1		3.4010017	
PSMB8		3.3977542	
TMCC3		3.3974435	
CBX3		3.3931684	
WDR55		3.392745	
EHBP1L1		3.3908224	
MREG		3.3850913	
LCMT1		3.3832119	
WDR26		3.3803062	
S1PR2		3.379122	
CBR3		3.3787928	
PPP1R14B		3.377592	
DCBLD2		3.3773584	
SMIM14		3.3758733	
ATP12A		3.372338	
CYP1B1-AS1		3.3713148	
SH3BGRL3		3.3688467	
BDNF		3.3681586	
ANXA8		3.365254	
PABPC4		3.3630059	
RNF224		3.3614562	
PXDN		3.3614352	
ROR1		3.3579235	
RAP1GDS1		3.3547215	
KRT14		3.3535085	
CACNB1		3.3533423	
IGSF3		3.3532324	
DTX3L		3.351624	
B3GNT8		3.3481658	
NUDT17		3.3468595	
BCL2L1		3.3460605	
ADGRF4		3.340516	
MR1		3.3388507	
PLEKHG1		3.334265	
SYT11		3.3329732	
PLXNA3		3.3325825	
RARA-AS1		3.3276255	
LYN		3.3260067	
HYDIN2		3.3173616	
ITIH2		3.3138323	
MST1L		3.3129334	
FTH1		3.3123822	
SRC		3.3120258	
SHKBP1		3.3104703	
PORCN		3.3083963	
DNMT1		3.3021092	
G0S2		3.3013701	
PER3		3.300531	
TRIM22		3.3003635	
USB1		3.294723	
IRF5		3.2945194	
UBE2A		3.2902513	
TRABD2A		3.2898633	
